phage,host,class,dataset,morphology,concentration
NC_021789,CP004005,0,test,Podoviridae,0.001
NC_028890,JTHH01000008,1,test,Podoviridae,0.001
NC_024123,CP001047,0,test,Podoviridae,0.001
NC_021792,NC_007288,0,test,Myoviridae,0.001
NC_027627,CALF01000071,0,test,Siphoviridae,0.001
NC_017974,CP014861,0,test,Myoviridae,0.001
NC_028652,LN554882,0,test,Podoviridae,0.001
MH229863,CP002453,0,test,Siphoviridae,0.001
NC_022341,CP002815,1,test,Podoviridae,0.001
NC_024697,KT970065,0,test,Podoviridae,0.001
NC_022342,FN554889,0,test,Myoviridae,0.001
NC_005355,CP016400,1,test,Podoviridae,0.001
NC_018839,JTHH01000008,0,test,Siphoviridae,0.001
NC_029005,CP000628,0,test,Podoviridae,0.001
NC_028887,JTHH01000008,1,test,Myoviridae,0.001
NC_031945,EU557093,0,test,Siphoviridae,0.001
NC_015157,AF193903,0,test,Myoviridae,0.001
NC_031914,CP012388,1,test,Podoviridae,0.001
NC_013756,AE000666,0,test,Siphoviridae,0.001
KT152029,CP000031,0,test,Siphoviridae,0.001
NC_006945,JTHH01000008,1,test,Siphoviridae,0.001
NC_027367,CP000031,0,test,Podoviridae,0.001
NC_028099,BX950851,0,test,Siphoviridae,0.001
NC_027359,CP002815,1,test,Podoviridae,0.001
NC_022336,CP002815,1,test,Myoviridae,0.001
NC_001884,CP001397,0,test,Siphoviridae,0.001
NC_015283,CP000830,0,test,Podoviridae,0.001
NC_014649,CP002930,0,test,Siphoviridae,0.001
NC_019813,HG530068,1,test,Myoviridae,0.001
NC_007808,AF193903,0,test,Siphoviridae,0.001
NC_023734,AP014630,0,test,Podoviridae,0.001
NC_027386,CP000830,0,test,Siphoviridae,0.001
NC_022763,CP012388,0,test,Myoviridae,0.001
NC_027400,NC_014574,0,test,Podoviridae,0.001
KY092480,CP013129,1,test,Myoviridae,0.001
NC_019909,HF571988,1,test,Podoviridae,0.001
NC_021856,CP000830,0,test,Podoviridae,0.001
KR337650,EU557093,0,test,Siphoviridae,0.001
NC_030951,CP010812,0,test,Myoviridae,0.001
NC_031063,HG530068,1,test,Siphoviridae,0.001
NC_022096,HG530068,1,test,Podoviridae,0.001
NC_007810,HG530068,1,test,Podoviridae,0.001
NC_031280,CP002930,0,test,Siphoviridae,0.001
NC_021790,FN554889,0,test,Myoviridae,0.001
NC_027345,CP014518,0,test,Podoviridae,0.001
NC_028809,CP004046,0,test,Myoviridae,0.001
NC_009803,CP001807,0,test,Myoviridae,0.001
MF919522,KT970065,0,test,Siphoviridae,0.001
NC_031065,NC_014574,0,test,Myoviridae,0.001
NC_021799,CP009976,1,test,Siphoviridae,0.001
NC_028748,CP011301,0,test,Podoviridae,0.001
NC_005178,HG530068,1,test,Podoviridae,0.001
NC_024149,NC_023543,0,test,Myoviridae,0.001
NC_011166,CP007793,0,test,Siphoviridae,0.001
NC_027397,CP010812,1,test,Siphoviridae,0.001
NC_001978,CP001047,0,test,Podoviridae,0.001
NC_028885,CP000830,0,test,Myoviridae,0.001
NC_023744,CP014617,1,test,Podoviridae,0.001
NC_020860,BX950851,0,test,Podoviridae,0.001
NC_031100,FP236843,0,test,Podoviridae,0.001
NC_027348,CP017420,1,test,Myoviridae,0.001
NC_019454,CP016889,1,test,Siphoviridae,0.001
NC_019402,CP016193,0,test,Myoviridae,0.001
NC_015157,CP010812,1,test,Myoviridae,0.001
NC_023700,CP001047,0,test,Podoviridae,0.001
NC_021338,CP016224,0,test,Siphoviridae,0.001
NC_018848,NC_007288,0,test,Podoviridae,0.001
NC_021562,CP016400,0,test,Myoviridae,0.001
NC_021312,CP001397,0,test,Siphoviridae,0.001
NC_020083,CP001047,0,test,Siphoviridae,0.001
NC_028967,JN632628,0,test,Siphoviridae,0.001
KX507343,CP013129,0,test,Siphoviridae,0.001
NC_030908,HG530135,0,test,Podoviridae,0.001
NC_034248,CP000031,0,test,Myoviridae,0.001
NC_031055,CP000628,0,test,Myoviridae,0.001
NC_031049,FN554889,0,test,Myoviridae,0.001
NC_018832,CP016224,0,test,Podoviridae,0.001
MH155878,CP002815,0,test,Myoviridae,0.001
NC_022982,AP008232,0,test,Podoviridae,0.001
NC_027118,CP002815,0,test,Podoviridae,0.001
NC_031905,KU167097,0,test,Podoviridae,0.001
NC_013692,CP016889,0,test,Siphoviridae,0.001
NC_031932,CP012388,1,test,Podoviridae,0.001
NC_014229,CP016400,0,test,Myoviridae,0.001
NC_024381,CP016193,0,test,Siphoviridae,0.001
NC_028694,CP001713,0,test,Podoviridae,0.001
NC_023605,CP016224,1,test,Myoviridae,0.001
NC_028694,CP000031,0,test,Podoviridae,0.001
NC_031245,AP012495,1,test,Myoviridae,0.001
MK433268,FP236843,0,test,Podoviridae,0.001
NC_025822,CP016224,1,test,Myoviridae,0.001
NC_018840,CP002815,1,test,Myoviridae,0.001
NC_015157,CP013753,0,test,Myoviridae,0.001
NC_031921,BX950851,0,test,Myoviridae,0.001
NC_018452,CP001713,0,test,Siphoviridae,0.001
NC_022342,CM000736,0,test,Myoviridae,0.001
NC_028702,CP011301,0,test,Myoviridae,0.001
NC_012697,CP000388,0,test,Siphoviridae,0.001
NC_022747,CP010812,1,test,Siphoviridae,0.001
NC_009543,CP000967,1,test,Siphoviridae,0.001
NC_016762,HG530068,1,test,Myoviridae,0.001
MG663583,CP011132,0,test,Siphoviridae,0.001
NC_018845,CP000830,0,test,Podoviridae,0.001
NC_028879,CALB01000097,0,test,Podoviridae,0.001
MF919522,CP001932,0,test,Siphoviridae,0.001
MH590597,CP000113,0,test,Siphoviridae,0.001
KR337644,CP012648,0,test,Siphoviridae,0.001
NC_021322,AP017605,0,test,Podoviridae,0.001
NC_020860,CP002453,1,test,Podoviridae,0.001
NC_013756,CP000830,0,test,Siphoviridae,0.001
NC_023007,CP009902,1,test,Myoviridae,0.001
MH019216,CP004353,0,test,Siphoviridae,0.001
KR337652,CALB01000097,0,test,Myoviridae,0.001
NC_028836,HG530068,1,test,Myoviridae,0.001
NC_005354,CP001713,0,test,Siphoviridae,0.001
NC_027355,AP017369,0,test,Siphoviridae,0.001
NC_027367,CP002815,1,test,Podoviridae,0.001
NC_011167,FN543502,0,test,Podoviridae,0.001
NC_031055,CALB01000097,0,test,Myoviridae,0.001
NC_028663,CP000554,1,test,Podoviridae,0.001
NC_031911,CP007793,0,test,Podoviridae,0.001
NC_027388,HG530068,1,test,Podoviridae,0.001
NC_022338,CP004353,0,test,Podoviridae,0.001
NC_024382,NC_023543,1,test,Siphoviridae,0.001
NC_022746,CP005976,0,test,Myoviridae,0.001
NC_027621,CP002815,1,test,Myoviridae,0.001
NC_030923,CP005976,1,test,Myoviridae,0.001
NC_027357,CP002815,1,test,Siphoviridae,0.001
MH171093,CP001047,0,test,Podoviridae,0.001
NC_019919,HF571988,1,test,Siphoviridae,0.001
NC_011613,BA000030,0,test,Myoviridae,0.001
NC_029101,FN554889,0,test,Siphoviridae,0.001
NC_031015,CP009902,0,test,Myoviridae,0.001
KX344445,CP002293,0,test,Myoviridae,0.001
MG663584,CP000362,0,test,Siphoviridae,0.001
KR347354,CP014518,0,test,Siphoviridae,0.001
NC_028099,CP007793,0,test,Siphoviridae,0.001
NC_015157,CP000113,0,test,Myoviridae,0.001
NC_026602,HG530068,1,test,Myoviridae,0.001
NC_022334,CP004014,0,test,Myoviridae,0.001
MF197383,CP016349,0,test,Podoviridae,0.001
NC_022974,CP010812,0,test,Siphoviridae,0.001
MK450426,HQ914635,0,test,Podoviridae,0.001
KR337646,CP002815,1,test,Siphoviridae,0.001
NC_018848,CP000554,0,test,Podoviridae,0.001
NC_004084,KC990831,0,test,Myoviridae,0.001
NC_028755,CP011132,1,test,Podoviridae,0.001
MK433269,KC990831,0,test,Podoviridae,0.001
NC_021806,HF571988,0,test,Myoviridae,0.001
NC_019918,CP002930,0,test,Siphoviridae,0.001
NC_020863,CP016349,1,test,Siphoviridae,0.001
NC_013599,CP016400,0,test,Siphoviridae,0.001
NC_014649,CP013913,0,test,Siphoviridae,0.001
NC_025423,CM000736,1,test,Siphoviridae,0.001
NC_031070,JTHH01000008,1,test,Podoviridae,0.001
NC_018272,CP000362,0,test,Siphoviridae,0.001
NC_018841,CP002930,0,test,Podoviridae,0.001
NC_023591,FN554889,0,test,Myoviridae,0.001
KR337653,CP002815,1,test,Siphoviridae,0.001
NC_028694,CP002815,1,test,Podoviridae,0.001
KR337644,CP002815,1,test,Siphoviridae,0.001
NC_027295,NC_001700,0,test,Podoviridae,0.001
NC_029011,CP016193,0,test,Siphoviridae,0.001
KY092481,AP012495,0,test,Podoviridae,0.001
NC_034248,CP007641,1,test,Myoviridae,0.001
NC_014229,HG530068,0,test,Myoviridae,0.001
NC_005091,AP014630,0,test,Myoviridae,0.001
NC_014637,AF193903,1,test,Siphoviridae,0.001
KR337649,CP002815,1,test,Myoviridae,0.001
NC_001902,AE000666,1,test,Podoviridae,0.001
NC_022335,CP012648,0,test,Myoviridae,0.001
NC_030947,CP001404,0,test,Podoviridae,0.001
NC_022751,MRCG01000001,1,test,Podoviridae,0.001
NC_027346,CP016193,0,test,Siphoviridae,0.001
NC_023558,AF193903,0,test,Podoviridae,0.001
KT186229,CP013129,1,test,Podoviridae,0.001
KR347355,CP014326,0,test,Podoviridae,0.001
NC_029083,HG530068,1,test,Myoviridae,0.001
NC_001884,AP012495,1,test,Siphoviridae,0.001
MH651172,CALB01000097,0,test,Siphoviridae,0.001
MH155878,FN554889,1,test,Myoviridae,0.001
NC_011756,CP001713,0,test,Siphoviridae,0.001
NC_018087,CP000554,0,test,Siphoviridae,0.001
NC_007497,CP011301,1,test,Myoviridae,0.001
MK305891,CP003184,0,test,Siphoviridae,0.001
NC_013692,HG530068,1,test,Siphoviridae,0.001
NC_031121,JTHH01000008,1,test,Siphoviridae,0.001
NC_000867,CP000388,1,test,Myoviridae,0.001
NC_019509,CP014861,0,test,Podoviridae,0.001
NC_025423,BX950851,0,test,Siphoviridae,0.001
NC_009760,CP013753,0,test,Podoviridae,0.001
NC_028657,FP236843,0,test,Siphoviridae,0.001
NC_023583,CP003184,0,test,Siphoviridae,0.001
MH047633,CP009902,0,test,Podoviridae,0.001
NC_031024,CP004014,0,test,Myoviridae,0.001
NC_004462,CP006884,0,test,Podoviridae,0.001
NC_017984,CP003488,0,test,Siphoviridae,0.001
NC_015466,CP012388,0,test,Myoviridae,0.001
NC_027118,NC_001637,0,test,Podoviridae,0.001
NC_031914,CP009976,0,test,Podoviridae,0.001
NC_021529,CP003488,0,test,Podoviridae,0.001
MH271317,CP005976,0,test,Podoviridae,0.001
NC_015280,CP000554,1,test,Siphoviridae,0.001
NC_031037,JTHH01000008,1,test,Siphoviridae,0.001
NC_031921,CP012388,1,test,Myoviridae,0.001
NC_004902,CP000628,0,test,Siphoviridae,0.001
NC_013692,CP001397,0,test,Siphoviridae,0.001
NC_018838,CP013197,0,test,Myoviridae,0.001
NC_005178,CP004353,0,test,Podoviridae,0.001
NC_020873,NC_007288,0,test,Podoviridae,0.001
NC_004084,CP001932,1,test,Myoviridae,0.001
NC_001956,CP009902,0,test,Siphoviridae,0.001
NC_029022,HG530135,1,test,Myoviridae,0.001
NC_016659,KC990831,0,test,Myoviridae,0.001
NC_001365,HG530135,0,test,Podoviridae,0.001
NC_021318,CP014617,1,test,Myoviridae,0.001
NC_028904,BX950851,0,test,Myoviridae,0.001
KR337645,CP002815,1,test,Siphoviridae,0.001
NC_015283,AF193903,0,test,Podoviridae,0.001
NC_015721,CP002930,1,test,Siphoviridae,0.001
NC_018860,CP002815,0,test,Siphoviridae,0.001
KR337650,CP002293,0,test,Siphoviridae,0.001
KR347355,CP002815,1,test,Podoviridae,0.001
NC_031116,JTHH01000008,1,test,Podoviridae,0.001
NC_029024,CM000736,1,test,Siphoviridae,0.001
NC_011421,CP004353,0,test,Siphoviridae,0.001
NC_019451,HG530068,1,test,Myoviridae,0.001
NC_027391,CP002815,1,test,Myoviridae,0.001
NC_023551,CP016889,0,test,Podoviridae,0.001
MK450426,KC990831,0,test,Podoviridae,0.001
NC_028983,CP016889,0,test,Podoviridae,0.001
NC_028684,CP000554,0,test,Podoviridae,0.001
NC_027367,CP014861,0,test,Podoviridae,0.001
MF541406,CP013129,1,test,Myoviridae,0.001
NC_004902,HQ914635,0,test,Siphoviridae,0.001
NC_028817,CP004005,0,test,Myoviridae,0.001
NC_018271,NC_001700,0,test,Podoviridae,0.001
NC_009936,AE000666,0,test,Myoviridae,0.001
NC_018847,CP002815,1,test,Myoviridae,0.001
NC_027296,CP014518,0,test,Podoviridae,0.001
NC_005342,JN632628,0,test,Podoviridae,0.001
NC_029006,HG530135,1,test,Siphoviridae,0.001
NC_016659,KT970065,0,test,Myoviridae,0.001
NC_009936,CP016224,0,test,Myoviridae,0.001
MF919505,CP002815,1,test,Podoviridae,0.001
MF919533,CP002815,1,test,Myoviridae,0.001
NC_005258,JTHH01000008,1,test,Siphoviridae,0.001
NC_005091,CP004014,0,test,Myoviridae,0.001
NC_028955,CP013913,0,test,Myoviridae,0.001
NC_016162,KU167097,0,test,Siphoviridae,0.001
NC_007497,HG530135,0,test,Myoviridae,0.001
NC_020835,CP007793,0,test,Podoviridae,0.001
NC_027988,CP011132,1,test,Myoviridae,0.001
NC_021560,CP014326,0,test,Siphoviridae,0.001
MH019216,CP001047,0,test,Siphoviridae,0.001
NC_010325,CP001807,0,test,Myoviridae,0.001
NC_021557,FN543502,0,test,Podoviridae,0.001
NC_019813,CP002293,0,test,Myoviridae,0.001
NC_022982,BX950851,0,test,Podoviridae,0.001
NC_021789,CP009976,1,test,Podoviridae,0.001
NC_031063,CP001397,0,test,Siphoviridae,0.001
NC_031056,CM000736,1,test,Siphoviridae,0.001
NC_018857,CM000736,1,test,Siphoviridae,0.001
NC_027620,CP000362,0,test,Myoviridae,0.001
NC_022744,CP001047,0,test,Myoviridae,0.001
NC_028855,AP014630,1,test,Podoviridae,0.001
NC_005342,FN543502,0,test,Podoviridae,0.001
NC_029008,AP017369,0,test,Myoviridae,0.001
NC_027401,CP000031,0,test,Myoviridae,0.001
NC_001331,CP007567,0,test,Myoviridae,0.001
NC_013692,CM003594,0,test,Siphoviridae,0.001
NC_019414,CP004353,0,test,Siphoviridae,0.001
NC_028895,CP010812,1,test,Podoviridae,0.001
NC_019509,JTHH01000008,0,test,Podoviridae,0.001
NC_027393,JN632628,0,test,Myoviridae,0.001
NC_028976,CP011256,0,test,Siphoviridae,0.001
KR347354,CP002815,1,test,Siphoviridae,0.001
NC_028789,CP006884,0,test,Myoviridae,0.001
NC_019457,CP007793,0,test,Siphoviridae,0.001
NC_007809,HG530068,1,test,Podoviridae,0.001
NC_015209,HG530068,0,test,Podoviridae,0.001
NC_021071,CP000554,1,test,Podoviridae,0.001
NC_022340,CP002815,1,test,Siphoviridae,0.001
MH155878,AP017605,0,test,Myoviridae,0.001
NC_005069,CP002815,0,test,Myoviridae,0.001
NC_021794,EU557093,0,test,Siphoviridae,0.001
NC_018849,CP002815,1,test,Siphoviridae,0.001
NC_027361,KU167097,0,test,Myoviridae,0.001
NC_018838,CP002815,1,test,Myoviridae,0.001
KR347353,CP002815,1,test,Myoviridae,0.001
NC_027393,NC_001700,0,test,Myoviridae,0.001
NC_020078,CALF01000071,1,test,Myoviridae,0.001
NC_022771,CP011132,0,test,Myoviridae,0.001
MF975638,CP007641,0,test,Podoviridae,0.001
NC_028890,AP017605,0,test,Podoviridae,0.001
NC_022338,CP002815,1,test,Podoviridae,0.001
NC_011756,HG530068,1,test,Siphoviridae,0.001
NC_029025,CP014861,0,test,Siphoviridae,0.001
NC_029002,AP017369,0,test,Siphoviridae,0.001
NC_028789,CP004005,0,test,Myoviridae,0.001
NC_020835,KU167097,0,test,Podoviridae,0.001
NC_004664,LN554882,0,test,Siphoviridae,0.001
MF347639,AP012495,0,test,Myoviridae,0.001
NC_028099,NC_001700,1,test,Siphoviridae,0.001
KR337647,NC_014574,0,test,Podoviridae,0.001
NC_023583,HG530068,1,test,Siphoviridae,0.001
NC_027384,HG530068,1,test,Podoviridae,0.001
MH651172,CP009976,0,test,Siphoviridae,0.001
NC_016165,AF193903,0,test,Podoviridae,0.001
NC_013691,HG530068,1,test,Siphoviridae,0.001
MH155880,FN554889,1,test,Podoviridae,0.001
NC_023581,CP006884,0,test,Siphoviridae,0.001
KY092483,CP007641,0,test,Siphoviridae,0.001
NC_009818,LN554882,0,test,Siphoviridae,0.001
NC_031912,CP012388,1,test,Myoviridae,0.001
NC_023558,CALB01000097,1,test,Podoviridae,0.001
NC_031034,GG663735,0,test,Myoviridae,0.001
NC_014789,CP012388,0,test,Podoviridae,0.001
NC_031919,CP012388,1,test,Siphoviridae,0.001
NC_023583,CP014518,0,test,Siphoviridae,0.001
NC_009760,JTHH01000008,1,test,Podoviridae,0.001
NC_027370,CP007641,0,test,Siphoviridae,0.001
KY092483,HF571988,0,test,Siphoviridae,0.001
NC_026599,CP000830,0,test,Siphoviridae,0.001
NC_021867,CP012388,1,test,Podoviridae,0.001
NC_027373,CP007641,0,test,Podoviridae,0.001
NC_016163,CP000388,0,test,Siphoviridae,0.001
NC_034248,HG530068,0,test,Myoviridae,0.001
NC_018452,NC_001700,0,test,Siphoviridae,0.001
MF975637,FN554889,1,test,Podoviridae,0.001
NC_031034,CM000736,0,test,Myoviridae,0.001
MH171094,JTHH01000008,0,test,Siphoviridae,0.001
NC_028817,HG530068,1,test,Myoviridae,0.001
NC_029081,BX950851,1,test,Podoviridae,0.001
NC_016657,CP011256,0,test,Siphoviridae,0.001
NC_024140,HG530068,1,test,Myoviridae,0.001
NC_031005,CP009976,0,test,Podoviridae,0.001
KT124228,GG663735,0,test,Siphoviridae,0.001
NC_027385,CP001751,0,test,Siphoviridae,0.001
MG663583,AP009552,0,test,Siphoviridae,0.001
KT124229,JTHH01000008,0,test,Siphoviridae,0.001
NC_031905,CP013129,0,test,Podoviridae,0.001
NC_020874,CP000554,1,test,Podoviridae,0.001
NC_013691,CP014617,0,test,Siphoviridae,0.001
NC_022342,CP002815,1,test,Myoviridae,0.001
NC_028850,CP013129,0,test,Myoviridae,0.001
NC_023581,CP014326,0,test,Siphoviridae,0.001
NC_029078,CP000628,0,test,Podoviridae,0.001
NC_029002,AP009552,1,test,Siphoviridae,0.001
NC_001628,CP010812,0,test,Siphoviridae,0.001
MH834610,CP002293,0,test,Podoviridae,0.001
NC_021322,CP006884,1,test,Podoviridae,0.001
NC_027625,CP002815,1,test,Siphoviridae,0.001
NC_022091,HG530068,1,test,Siphoviridae,0.001
NC_027118,CALF01000071,0,test,Podoviridae,0.001
NC_028976,AP008232,0,test,Siphoviridae,0.001
NC_018851,NC_001637,0,test,Siphoviridae,0.001
NC_021797,CP016400,0,test,Myoviridae,0.001
NC_022094,CP009902,1,test,Podoviridae,0.001
NC_007807,CP004014,0,test,Siphoviridae,0.001
NC_020864,GG663735,1,test,Myoviridae,0.001
NC_008717,CM003594,0,test,Podoviridae,0.001
MH926056,FN554889,0,test,Siphoviridae,0.001
NC_024782,CP004014,0,test,Myoviridae,0.001
NC_028933,HG530068,1,test,Podoviridae,0.001
NC_011165,HG530068,1,test,Podoviridae,0.001
NC_031121,NC_007288,0,test,Siphoviridae,0.001
KR337651,CP016889,0,test,Myoviridae,0.001
NC_015159,CP016349,0,test,Siphoviridae,0.001
NC_022340,CP012648,0,test,Siphoviridae,0.001
NC_023590,CP009902,0,test,Myoviridae,0.001
NC_018452,CP011301,1,test,Siphoviridae,0.001
NC_028652,NC_001700,0,test,Podoviridae,0.001
MF358542,CP000967,0,test,Myoviridae,0.001
MK460248,AP017369,0,test,Myoviridae,0.001
NC_009542,CP007567,1,test,Siphoviridae,0.001
NC_027389,CP000554,0,test,Podoviridae,0.001
NC_027296,JN632628,0,test,Podoviridae,0.001
NC_001365,HQ914635,0,test,Podoviridae,0.001
NC_016765,CP013753,0,test,Podoviridae,0.001
NC_015294,AP017369,0,test,Podoviridae,0.001
NC_023576,NC_023543,0,test,Podoviridae,0.001
NC_023700,CP017420,0,test,Podoviridae,0.001
NC_023700,HG530068,1,test,Podoviridae,0.001
NC_023744,AE000666,0,test,Podoviridae,0.001
NC_027625,CP014861,0,test,Siphoviridae,0.001
NC_016162,CP010812,1,test,Siphoviridae,0.001
NC_021338,CP001404,0,test,Siphoviridae,0.001
NC_031945,LN554882,0,test,Siphoviridae,0.001
NC_004333,CP011301,1,test,Podoviridae,0.001
NC_018454,CP011256,0,test,Myoviridae,0.001
NC_027346,CP002815,1,test,Siphoviridae,0.001
NC_011611,MRCG01000001,0,test,Siphoviridae,0.001
NC_007217,CP006884,1,test,Myoviridae,0.001
NC_011166,JTHH01000008,0,test,Siphoviridae,0.001
NC_031063,CP000388,0,test,Siphoviridae,0.001
NC_028829,LN554882,0,test,Myoviridae,0.001
NC_004736,CP010812,1,test,Podoviridae,0.001
NC_027620,CP000031,0,test,Myoviridae,0.001
NC_022342,CP004014,0,test,Myoviridae,0.001
NC_002531,JN632628,1,test,Myoviridae,0.001
MG663586,CP000388,0,test,Siphoviridae,0.001
NC_022966,CP000554,0,test,Siphoviridae,0.001
NC_018274,HG530068,1,test,Podoviridae,0.001
NC_029047,CM003594,1,test,Myoviridae,0.001
NC_022342,CP007567,0,test,Myoviridae,0.001
NC_030947,CP005976,0,test,Podoviridae,0.001
NC_026601,CP005976,0,test,Siphoviridae,0.001
NC_022966,JTHH01000008,0,test,Siphoviridae,0.001
NC_028999,JN632628,0,test,Siphoviridae,0.001
NC_027389,NC_012898,0,test,Podoviridae,0.001
NC_029692,FN554889,0,test,Podoviridae,0.001
NC_007217,CP013913,0,test,Myoviridae,0.001
NC_018852,BX950851,0,test,Podoviridae,0.001
NC_029101,LN554882,0,test,Siphoviridae,0.001
NC_003327,CP010812,1,test,Podoviridae,0.001
NC_031945,CP012388,1,test,Siphoviridae,0.001
NC_027630,CP002815,1,test,Myoviridae,0.001
NC_031100,CP014617,0,test,Podoviridae,0.001
NC_018856,CM000736,1,test,Podoviridae,0.001
NC_028748,JTHH01000008,1,test,Podoviridae,0.001
NC_021794,CP009976,1,test,Siphoviridae,0.001
NC_028684,CP001932,0,test,Podoviridae,0.001
NC_021856,KT970065,0,test,Podoviridae,0.001
MH229865,CP016400,0,test,Podoviridae,0.001
NC_020860,NC_012898,0,test,Podoviridae,0.001
NC_007024,CP002293,0,test,Siphoviridae,0.001
NC_026602,CP002815,0,test,Myoviridae,0.001
NC_004306,CP001932,0,test,Siphoviridae,0.001
NC_019935,CP001397,0,test,Myoviridae,0.001
NC_015157,CP003563,0,test,Myoviridae,0.001
NC_016659,CP000554,1,test,Myoviridae,0.001
NC_028890,CP013913,0,test,Podoviridae,0.001
NC_029097,AP008232,0,test,Podoviridae,0.001
NC_021793,CP009976,1,test,Podoviridae,0.001
NC_003313,CP010812,1,test,Podoviridae,0.001
NC_022091,CP007641,0,test,Siphoviridae,0.001
KR337651,CP016400,0,test,Myoviridae,0.001
NC_015283,HG530068,0,test,Podoviridae,0.001
NC_004165,AP012495,1,test,Podoviridae,0.001
NC_007346,NC_007288,1,test,Siphoviridae,0.001
NC_031905,CP007641,0,test,Podoviridae,0.001
NC_030909,BX950851,0,test,Myoviridae,0.001
MF541408,HG530135,0,test,Podoviridae,0.001
KT184390,CP000554,0,test,Siphoviridae,0.001
NC_018838,CP011301,0,test,Myoviridae,0.001
NC_019549,CP011256,0,test,Myoviridae,0.001
NC_016657,CP007567,0,test,Siphoviridae,0.001
NC_009936,AP017369,0,test,Myoviridae,0.001
NC_015294,HG530068,1,test,Podoviridae,0.001
NC_004827,CP013129,0,test,Siphoviridae,0.001
NC_023566,CP011132,0,test,Siphoviridae,0.001
NC_015454,CP002815,1,test,Podoviridae,0.001
MF347636,CP013129,0,test,Podoviridae,0.001
KR337643,CP011301,0,test,Siphoviridae,0.001
KY092481,CP012648,0,test,Podoviridae,0.001
NC_029006,FN554889,0,test,Siphoviridae,0.001
MH590597,AE000666,0,test,Siphoviridae,0.001
NC_019454,CP016400,0,test,Siphoviridae,0.001
NC_003313,AF193903,0,test,Podoviridae,0.001
NC_016163,HF571988,1,test,Siphoviridae,0.001
NC_005355,CP007793,0,test,Podoviridae,0.001
NC_031055,CP009902,0,test,Myoviridae,0.001
MK433271,AP017369,0,test,Myoviridae,0.001
NC_021864,CP001047,0,test,Siphoviridae,0.001
MH019216,CP007641,0,test,Siphoviridae,0.001
KY365739,CALB01000097,0,test,Myoviridae,0.001
NC_015283,CP000554,1,test,Podoviridae,0.001
NC_004629,KC900889,0,test,Podoviridae,0.001
MF467949,JN632628,0,test,Siphoviridae,0.001
NC_022967,CP000362,0,test,Siphoviridae,0.001
NC_027385,CP000113,0,test,Siphoviridae,0.001
NC_021531,NC_012898,0,test,Siphoviridae,0.001
NC_031100,JTHH01000008,1,test,Podoviridae,0.001
MH834610,CP009902,0,test,Podoviridae,0.001
NC_023605,CP013129,0,test,Myoviridae,0.001
NC_004664,CP001047,0,test,Siphoviridae,0.001
NC_021560,CP000628,1,test,Siphoviridae,0.001
NC_019813,CP017420,0,test,Myoviridae,0.001
NC_018856,CP001713,0,test,Podoviridae,0.001
NC_015284,JTHH01000008,0,test,Siphoviridae,0.001
NC_004333,CP002293,0,test,Podoviridae,0.001
NC_026602,KC900889,0,test,Myoviridae,0.001
NC_028983,CM000736,1,test,Podoviridae,0.001
KR337653,CP003184,0,test,Siphoviridae,0.001
NC_011167,CALF01000071,0,test,Podoviridae,0.001
NC_007807,HG530068,1,test,Siphoviridae,0.001
NC_022987,CP017420,0,test,Podoviridae,0.001
MH019216,NC_012898,0,test,Siphoviridae,0.001
NC_028885,HG530068,1,test,Myoviridae,0.001
NC_031904,CP012388,1,test,Siphoviridae,0.001
NC_006565,CP013753,1,test,Myoviridae,0.001
NC_017972,CP017420,0,test,Siphoviridae,0.001
NC_027345,EU557093,0,test,Podoviridae,0.001
NC_017865,HG530068,1,test,Myoviridae,0.001
NC_019451,CP001047,0,test,Myoviridae,0.001
NC_030947,HG530135,1,test,Podoviridae,0.001
NC_002531,NC_014574,0,test,Myoviridae,0.001
NC_029011,CP001404,1,test,Siphoviridae,0.001
KR337643,CM000736,0,test,Siphoviridae,0.001
NC_028770,CP000388,0,test,Podoviridae,0.001
NC_015721,AF193903,0,test,Siphoviridae,0.001
NC_023566,CP000362,0,test,Siphoviridae,0.001
NC_028657,HG530068,1,test,Siphoviridae,0.001
NC_011810,CP013913,0,test,Myoviridae,0.001
NC_005879,CP016889,0,test,Siphoviridae,0.001
NC_027626,CP001751,0,test,Siphoviridae,0.001
NC_021856,BX950851,0,test,Podoviridae,0.001
NC_018847,CALF01000071,0,test,Myoviridae,0.001
NC_027400,CP007793,0,test,Podoviridae,0.001
NC_015453,CP016193,0,test,Myoviridae,0.001
NC_028770,CP012648,0,test,Podoviridae,0.001
NC_000867,CM003594,0,test,Myoviridae,0.001
MH834610,CP003184,0,test,Podoviridae,0.001
NC_027400,CP002815,1,test,Podoviridae,0.001
NC_016569,CP001932,0,test,Siphoviridae,0.001
NC_028999,HG530068,1,test,Siphoviridae,0.001
NC_027628,CP002815,1,test,Siphoviridae,0.001
NC_027621,CP004005,0,test,Myoviridae,0.001
NC_031039,AP012495,1,test,Podoviridae,0.001
NC_029692,NC_001637,1,test,Podoviridae,0.001
KT184391,CP013129,1,test,Myoviridae,0.001
NC_024123,HG530068,1,test,Podoviridae,0.001
KR337651,CP002815,1,test,Myoviridae,0.001
NC_003085,CP000113,1,test,Myoviridae,0.001
NC_024149,NC_014574,0,test,Myoviridae,0.001
NC_009447,CP011301,1,test,Siphoviridae,0.001
NC_017864,HG530068,1,test,Siphoviridae,0.001
NC_018851,CP002815,1,test,Siphoviridae,0.001
